lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.7523186802864075,0.8642758131027222,-1.6974350103282632e-07,0.7013199925422668,0.824004054069519,-0.023841407150030136,0.6470030546188354,0.7378678321838379,-0.03981945663690567,0.6031655669212341,0.6791478395462036,-0.056967176496982574,0.5620294809341431,0.6629538536071777,-0.07394658774137497,0.6865128874778748,0.5817439556121826,-0.024784084409475327,0.6684507131576538,0.45218774676322937,-0.051628123968839645,0.6569333076477051,0.3715090751647949,-0.06590450555086136,0.650580644607544,0.3007251024246216,-0.07675404101610184,0.7263680100440979,0.5834867358207703,-0.031324487179517746,0.7143240571022034,0.530967116355896,-0.08128293603658676,0.7109325528144836,0.635310173034668,-0.0894838273525238,0.7172373533248901,0.6946812868118286,-0.08258015662431717,0.7654534578323364,0.6064313054084778,-0.041467130184173584,0.7530962824821472,0.5907998085021973,-0.08619208633899689,0.7438714504241943,0.6858632564544678,-0.07553451508283615,0.747167706489563,0.7231274843215942,-0.05649590492248535,0.8038036823272705,0.6408178806304932,-0.053936950862407684,0.7892683744430542,0.6227609515190125,-0.07717138528823853,0.774490237236023,0.6877261400222778,-0.06647717952728271,0.7747933864593506,0.7116665840148926,-0.052853431552648544,1
0.7902420163154602,0.8953332901000977,-1.515585950073728e-07,0.7374681234359741,0.850911021232605,-0.030726470053195953,0.6824685335159302,0.7610263824462891,-0.05032218247652054,0.6365621089935303,0.7051010131835938,-0.07021427899599075,0.5929548144340515,0.6892017126083374,-0.0900750458240509,0.7234111428260803,0.5831798911094666,-0.03558863326907158,0.7057609558105469,0.4398682713508606,-0.06760906428098679,0.6952716708183289,0.3529037833213806,-0.08486971259117126,0.6887779235839844,0.2747710347175598,-0.09715999662876129,0.7708942890167236,0.5896344184875488,-0.041374996304512024,0.7780588269233704,0.5372942090034485,-0.10026341676712036,0.7697740793228149,0.6577799320220947,-0.1121620163321495,0.7639322876930237,0.731615424156189,-0.10526348650455475,0.8152558207511902,0.6193347573280334,-0.05085435137152672,0.8202847838401794,0.6095781326293945,-0.10447201132774353,0.8018918037414551,0.7208999991416931,-0.09547395259141922,0.7908819913864136,0.7704848051071167,-0.07470741122961044,0.855215847492218,0.6620826721191406,-0.06284923851490021,0.8578026294708252,0.6526220440864563,-0.09220722317695618,0.8361824750900269,0.72746342420578,-0.08159200847148895,0.822966456413269,0.7578386664390564,-0.06592663377523422,1
0.7695552110671997,0.8818062543869019,-1.8285851410837495e-07,0.714839518070221,0.8396827578544617,-0.028283553197979927,0.6553932428359985,0.7513731718063354,-0.04591763764619827,0.6073646545410156,0.6983158588409424,-0.06419472396373749,0.5637365579605103,0.6840723156929016,-0.08249543607234955,0.6954267621040344,0.5698386430740356,-0.03088395483791828,0.6741265058517456,0.42829757928848267,-0.06036655604839325,0.6611441969871521,0.3424859344959259,-0.07594891637563705,0.6529880166053772,0.26692336797714233,-0.0873958170413971,0.7423675060272217,0.5737013220787048,-0.036990921944379807,0.7384729385375977,0.5253245234489441,-0.09386129677295685,0.733074963092804,0.6446409821510315,-0.1049688309431076,0.7327743172645569,0.7194804549217224,-0.09776604920625687,0.7870618104934692,0.6010380983352661,-0.04688132554292679,0.7825016975402832,0.5931691527366638,-0.09854815900325775,0.7686821222305298,0.7023387551307678,-0.0901971086859703,0.7635788917541504,0.7515221834182739,-0.07032687216997147,0.8293576240539551,0.6408463716506958,-0.05911441519856453,0.8225662708282471,0.6307757496833801,-0.08739842474460602,0.8027470111846924,0.7058485746383667,-0.07798159867525101,0.7939059734344482,0.7370506525039673,-0.06358107179403305,1
0.718390941619873,0.8863832950592041,-2.0339473394415108e-07,0.6623554229736328,0.8560034036636353,-0.028789011761546135,0.5959396958351135,0.7725936770439148,-0.04859023168683052,0.5418010354042053,0.7253005504608154,-0.06917940080165863,0.4954935908317566,0.7128859162330627,-0.08989310264587402,0.6309949159622192,0.5769356489181519,-0.033554188907146454,0.6027832627296448,0.4254930913448334,-0.06554028391838074,0.5870621800422668,0.335620641708374,-0.08145761489868164,0.5771574974060059,0.2563490867614746,-0.0929119661450386,0.6800374388694763,0.5728351473808289,-0.04068704694509506,0.6567602753639221,0.5301503539085388,-0.09745663404464722,0.654209554195404,0.657558798789978,-0.10454536974430084,0.6638998985290527,0.7250142693519592,-0.09497570991516113,0.7270224690437317,0.5945951342582703,-0.052321191877126694,0.7052525877952576,0.5985234379768372,-0.10475707799196243,0.6975846886634827,0.7158718109130859,-0.09175007045269012,0.7026587724685669,0.75409996509552,-0.06916477531194687,0.7740591168403625,0.6289999485015869,-0.06654341518878937,0.748908519744873,0.6272606253623962,-0.09351534396409988,0.7339081168174744,0.7123037576675415,-0.07978422939777374,0.7342574596405029,0.738720178604126,-0.0627702847123146,1
0.8299877643585205,0.9376219511032104,-1.373024076656293e-07,0.764824390411377,0.8871477246284485,-0.0417967326939106,0.6971017718315125,0.7790279388427734,-0.06822699308395386,0.6339712142944336,0.71326744556427,-0.09407053887844086,0.5764009356498718,0.6975820064544678,-0.11921867728233337,0.7543421387672424,0.5636648535728455,-0.04789193719625473,0.7356784343719482,0.39014312624931335,-0.08766460418701172,0.724933385848999,0.2873777449131012,-0.10795203596353531,0.720180869102478,0.19246312975883484,-0.12280421704053879,0.8134609460830688,0.565178632736206,-0.05180239677429199,0.8339230418205261,0.5223878622055054,-0.12373950332403183,0.8224069476127625,0.6688381433486938,-0.13663826882839203,0.8132309317588806,0.7439660429954529,-0.12783366441726685,0.866705596446991,0.5981090664863586,-0.060751885175704956,0.8824239373207092,0.6133143305778503,-0.12349343299865723,0.8569904565811157,0.7371245622634888,-0.1125965267419815,0.8405451774597168,0.7748177647590637,-0.08928292989730835,0.9123095273971558,0.6473626494407654,-0.07367439568042755,0.9258084893226624,0.668219804763794,-0.1072155237197876,0.8960064649581909,0.7529779076576233,-0.09683099389076233,0.8738064765930176,0.7723857760429382,-0.08089761435985565,1
0.8520523905754089,0.9645875692367554,-8.713473675925343e-08,0.7868308424949646,0.91605544090271,-0.04760177806019783,0.7142894268035889,0.8040385842323303,-0.07944929599761963,0.6432565450668335,0.7386243343353271,-0.10990633070468903,0.577595055103302,0.7291264533996582,-0.13998755812644958,0.7725719809532166,0.5737356543540955,-0.05929049476981163,0.75328528881073,0.3835771679878235,-0.10492338240146637,0.7428573369979858,0.2682555317878723,-0.12872062623500824,0.7376413941383362,0.16333922743797302,-0.14595825970172882,0.8373250961303711,0.5783146619796753,-0.06336162984371185,0.8647686243057251,0.5234233736991882,-0.14398708939552307,0.8555460572242737,0.6808909773826599,-0.15924958884716034,0.8435853719711304,0.7631641626358032,-0.15007846057415009,0.8963654041290283,0.6166660189628601,-0.07246894389390945,0.9182267189025879,0.6244300007820129,-0.14397694170475006,0.8937022686004639,0.7573558688163757,-0.13280493021011353,0.8718332648277283,0.8033642768859863,-0.10707218199968338,0.9473169445991516,0.6726693511009216,-0.08546548336744308,0.965407133102417,0.6852422952651978,-0.12550461292266846,0.9346886873245239,0.779330849647522,-0.11379037797451019,0.9055947661399841,0.808455228805542,-0.0953071340918541,1
0.8555968403816223,0.935796856880188,-6.753138848125673e-08,0.7829936146736145,0.8929704427719116,-0.052937716245651245,0.7045193910598755,0.7844381332397461,-0.08978477120399475,0.6305475234985352,0.714307427406311,-0.12489784508943558,0.5624120235443115,0.7054349184036255,-0.1593227982521057,0.7635684013366699,0.5285194516181946,-0.06998829543590546,0.7381630539894104,0.3206630349159241,-0.12109168618917465,0.724346399307251,0.19640317559242249,-0.14723917841911316,0.7173749804496765,0.08279755711555481,-0.16569317877292633,0.8336185812950134,0.5280430912971497,-0.07421065121889114,0.870430052280426,0.4681023955345154,-0.1613459289073944,0.861584484577179,0.6342362761497498,-0.17672787606716156,0.8467233777046204,0.7197583913803101,-0.1665937751531601,0.8965796828269958,0.5630084276199341,-0.08384616672992706,0.9285127520561218,0.5753607749938965,-0.16022878885269165,0.9021292924880981,0.7192316055297852,-0.1467887908220291,0.8758338093757629,0.7683005928993225,-0.1186893954873085,0.9499824047088623,0.6180596351623535,-0.0980859324336052,0.976223349571228,0.6343222856521606,-0.1403803825378418,0.9464412331581116,0.735500693321228,-0.12711814045906067,0.9147093296051025,0.765102744102478,-0.10703384876251221,1
0.7571603655815125,0.8786597847938538,-1.8508103494241368e-07,0.6960293054580688,0.859408974647522,-0.03465205058455467,0.6288136839866638,0.8005626201629639,-0.0579095296561718,0.570022702217102,0.7730646133422852,-0.08069667220115662,0.5239795446395874,0.7753927707672119,-0.10311493277549744,0.6544139385223389,0.6013561487197876,-0.043732523918151855,0.6189383864402771,0.46602004766464233,-0.07725986838340759,0.598329484462738,0.382240891456604,-0.09525648504495621,0.5837486982345581,0.30775779485702515,-0.10811658948659897,0.7030892968177795,0.5751916170120239,-0.04619922488927841,0.6987003087997437,0.5789368152618408,-0.10143906623125076,0.7039060592651367,0.690281093120575,-0.11128542572259903,0.7101617455482483,0.7434269785881042,-0.10532693564891815,0.7509987950325012,0.5855199694633484,-0.05272310599684715,0.746618390083313,0.6358853578567505,-0.09939280897378922,0.7416257858276367,0.7329772710800171,-0.08991818875074387,0.741157054901123,0.7571753263473511,-0.07206433266401291,0.7958564758300781,0.6125290989875793,-0.06301503628492355,0.7901608943939209,0.6562037467956543,-0.08681424707174301,0.7771937251091003,0.7301600575447083,-0.07714565098285675,0.7713732719421387,0.7472503185272217,-0.06368567794561386,1
0.7542548179626465,0.8893353939056396,-1.6397898150444234e-07,0.6969314813613892,0.8708146214485168,-0.03316180035471916,0.6330476999282837,0.8064316511154175,-0.05520863085985184,0.577223002910614,0.7737377285957336,-0.0768093466758728,0.5291339159011841,0.7746111154556274,-0.09821172058582306,0.6594911813735962,0.6138638854026794,-0.04452787712216377,0.6327695846557617,0.48031920194625854,-0.07722245156764984,0.6166239976882935,0.39595335721969604,-0.09487143903970718,0.6054492592811584,0.31907781958580017,-0.10786786675453186,0.7062855362892151,0.5880577564239502,-0.04717528447508812,0.7176232933998108,0.6002683043479919,-0.10208702087402344,0.7194370031356812,0.7093377709388733,-0.11302386224269867,0.7186237573623657,0.7577643394470215,-0.10877469927072525,0.7525845170021057,0.5979688167572021,-0.053217191249132156,0.7616523504257202,0.6535871028900146,-0.10020116716623306,0.7536584138870239,0.7484883069992065,-0.0915464460849762,0.746548593044281,0.7711647748947144,-0.075151227414608,0.7945424318313599,0.6235511302947998,-0.06280956417322159,0.8021858334541321,0.669795036315918,-0.08865876495838165,0.7879912257194519,0.7453856468200684,-0.08020035177469254,0.7757828235626221,0.7644942998886108,-0.06764073669910431,1
0.7318611145019531,0.9200665354728699,-1.9577610999022e-07,0.6769256591796875,0.8893094062805176,-0.030676448717713356,0.6162991523742676,0.8063674569129944,-0.04876425117254257,0.5665093064308167,0.7512933015823364,-0.06664198637008667,0.5225591063499451,0.7342114448547363,-0.08427634090185165,0.652536928653717,0.6275522708892822,-0.03733447939157486,0.6345784068107605,0.4879681468009949,-0.06855874508619308,0.6254615783691406,0.4019075334072113,-0.08507061749696732,0.6198281049728394,0.3251897394657135,-0.09698514640331268,0.7001736164093018,0.6176152229309082,-0.0405365452170372,0.7036108374595642,0.6057836413383484,-0.09510280936956406,0.7008337378501892,0.7179362773895264,-0.10488908737897873,0.6996294260025024,0.7741237878799438,-0.09898366034030914,0.7445590496063232,0.6372147798538208,-0.047438379377126694,0.7457938194274902,0.6659202575683594,-0.09611566364765167,0.7334391474723816,0.76493239402771,-0.08685330301523209,0.7264105081558228,0.7948461771011353,-0.06864562630653381,0.7843650579452515,0.6721410155296326,-0.05730545148253441,0.7841599583625793,0.6989494562149048,-0.08387410640716553,0.7672706246376038,0.7711710333824158,-0.07481318712234497,0.7566633820533752,0.790439784526825,-0.06143439933657646,1
